,Title,Published_date,Views,Likes,Comments,Video_length,Month
592,Apple Admits Slowing Down Old iPhones? Ask MKBHD V23!,2017-12-24,1941673,98519,7534,641.0,Dec
593,Smartphone Awards 2017!,2017-12-20,4197801,142786,17643,1027.0,Dec
594,Google Home Max Review: $400 Smart Speaker?,2017-12-14,3525561,80294,4143,467.0,Dec
595,iMac Pro: 1 Week Impressions!,2017-12-12,2375166,90836,7340,428.0,Dec
596,Portrait Mode: Explained!,2017-12-06,3171114,93790,6012,594.0,Dec
597,5 New Phone Updates + Giveaway Update!,2017-11-29,922433,36207,5570,2501.0,Nov
598,The $1000 Smartphone Giveaway!,2017-11-28,1642663,152177,39820,235.0,Nov
599,Tesla Roadster Flaw? iPhone XI? Ask MKBHD V22!,2017-11-23,1074449,43520,2469,570.0,Nov
600,Razer Phone Review: The Real Deal!,2017-11-21,2268777,65683,5506,633.0,Nov
601,Let's Talk About Tesla Roadster 2020!,2017-11-17,7441529,162175,13826,538.0,Nov
602,Top 5 OnePlus 5T Features!,2017-11-16,4102012,88175,6629,446.0,Nov
603,Apple iPhone X Review: The Best Yet!,2017-11-15,8002865,173801,15660,955.0,Nov
604,Google Pixelbook: $1000 of Weird!,2017-11-09,3506808,78397,6554,454.0,Nov
605,iPhone X vs iPhone 8: Worth the Skip?,2017-11-04,3613482,77847,5888,417.0,Nov
606,Space Gray Tesla Model S Wrap!,2017-11-02,1608936,60501,4135,308.0,Nov
607,Razer Phone Impressions! 120Hz!,2017-11-01,3551205,111118,9789,442.0,Nov
608,Apple iPhone X Unboxing!,2017-10-31,18450113,317578,24342,344.0,Oct
609,Spooky LIVE Q&A,2017-10-26,404460,10422,807,2877.0,Oct
610,Google Pixel 2 Review: This Thing is Smart!,2017-10-24,7064532,134240,11404,1061.0,Oct
611,Demonetized Tech Videos? Ask MKBHD V21!,2017-10-18,1174272,44477,2314,546.0,Oct
612,Google Pixel 2 Unboxing! (Best Android 8.0 Features),2017-10-17,2604978,74564,4735,424.0,Oct
613,DxOMark Smartphone Ratings: Explained!,2017-10-12,1566008,81055,4997,676.0,Oct
614,Google Home Mini Review: Smart Home for $49?,2017-10-09,3994962,81001,4831,327.0,Oct
615,Google Pixel 2 Impressions!,2017-10-05,3806273,82163,10047,521.0,Oct
616,iPhone 8 Review: Skip this Great Phone!,2017-09-30,5208677,106420,8948,627.0,Sep
617,iPhone X vs iPhone 8? Ask MKBHD V20!,2017-09-26,1814508,45001,2878,556.0,Sep
618,"LG 77"" Wallpaper TV Unboxing [LIVE]",2017-09-25,3578405,35873,2787,1783.0,Sep
619,iPhone 8 Unboxing: Silver vs Gold!,2017-09-21,2776597,53718,4263,282.0,Sep
620,Samsung Galaxy Note 8 Review: A $1000 Android!,2017-09-21,3457198,81872,8237,645.0,Sep
621,"The Road to 5,000,000! [LIVE]",2017-09-15,1002043,42584,3919,2579.0,Sep
622,iPhone X: Top 5 Questions Answered!,2017-09-14,2229387,71298,6227,524.0,Sep
623,iPhone X Impressions & Hands On!,2017-09-13,7467640,142701,17976,473.0,Sep
624,Xiaomi Mi Mix 2: The Bezel-less Sequel!,2017-09-11,2612327,56967,4604,384.0,Sep
625,LG V30: Top 5 Features!,2017-09-01,3109262,69153,7372,515.0,Sep
626,The Essential Phone Review: Save Your Money!,2017-08-31,3422708,77515,5744,616.0,Aug
627,2017 vs Smartphone Bezels!,2017-08-28,1175399,38403,2412,375.0,Aug
628,Samsung Galaxy Note 8 Impressions!,2017-08-23,2446787,64159,6769,416.0,Aug
629,Essential Phone Impressions!,2017-08-22,1727785,53494,4700,443.0,Aug
630,USB-C All The Things! (Pt 2),2017-08-16,1509990,47698,2969,305.0,Aug
631,Snakes in the Studio? Ask MKBHD V19!,2017-08-10,1003682,44528,2605,633.0,Aug
632,The iPhone 8 Model!,2017-08-07,6005022,76087,11700,294.0,Aug
633,The Voice Assistant Battle! (2017),2017-08-04,6321593,133221,18701,1085.0,Aug
634,RED Hydrogen Prototype Hands-On!,2017-08-02,5230218,107796,6670,354.0,Aug
635,The RED Raven Camera Kit: It's Back!,2017-08-01,869677,29953,1733,307.0,Aug
636,Tesla Model 3 Impressions!,2017-07-31,4149086,88361,7326,663.0,Jul
637,Siri vs the Ads: Does It Hold Up?,2017-07-24,4283629,119278,4899,383.0,Jul
638,Galaxy Note... Fan Edition? Ask MKBHD V18!,2017-07-18,1710683,47430,6466,514.0,Jul
639,Nest Cam IQ: Security Camera + 4k Sensor?,2017-07-16,826690,26454,1650,411.0,Jul
640,Google Pixel 2 Rumor Roundup!,2017-07-13,1248938,34428,3592,433.0,Jul
641,RED Hydrogen One Smartphone: Explained!,2017-07-10,2101298,52502,3042,440.0,Jul
642,iPhone 8 Rumor Roundup!,2017-07-03,1695365,45471,5855,541.0,Jul
643,HTC U11: The Squeeze Phone?!,2017-07-01,2046715,40925,4342,402.0,Jul
644,"Dope Tech: ""Shot on Smartphones!""",2017-06-28,4937125,115127,2851,407.0,Jun
645,Starting a Vlog? OnePlus Cheating? Ask MKBHD V17!,2017-06-23,995561,40881,3507,582.0,Jun
646,OnePlus 5 Review!,2017-06-20,6351966,106930,11364,610.0,Jun
647,"iPad Pro 2017 (10.5"") Review!",2017-06-16,3950983,74107,5455,436.0,Jun
648,Adding 140 TERABYTES to the Studio with Linus!,2017-06-13,4449203,126837,5698,393.0,Jun
649,Top 5 iOS 11 Features!,2017-06-10,3575109,77852,5973,427.0,Jun
650,iMac Pro: Is It A Trap?,2017-06-08,1802167,46663,5367,383.0,Jun
651,Top 5 WWDC 2017 Announcements!,2017-06-06,1122253,45667,4090,771.0,Jun
652,Tesla Project Loveday Contest Entry!,2017-06-03,1313893,67050,3224,89.0,Jun
653,Dear Twitter!,2017-05-26,878086,40537,2693,340.0,May
654,$500 Drone vs $3000 Drone - DJI Spark vs Inspire 1!,2017-05-24,1670166,46324,2057,408.0,May
655,iPhone 8 With No Ports? Ask MKBHD V16!,2017-05-22,1220239,42575,2815,465.0,May
656,Top 5 Google I/O 2017 Recap!,2017-05-18,1261723,46847,3665,436.0,May
657,The Dell 8K Monitor: Gaming in 8K?,2017-05-16,2752986,68757,5751,444.0,May
658,Blackberry KEYOne: 2017 Comeback?,2017-05-11,1419789,45095,4168,460.0,May
659,Galaxy S8 vs LG G6: MrMobile vs MKBHD!,2017-05-06,2036261,60642,6085,441.0,May
660,Dope Tech: The 4K OLED Wallpaper TV!,2017-05-01,3564125,84164,4359,337.0,May
661,Top 5 Android O Features!,2017-04-27,1731081,48090,6873,347.0,Apr
662,Top 5 Smartphone Cameras: The Blind Test!,2017-04-25,2001848,60355,26055,410.0,Apr
663,Samsung Galaxy S8 Review: The Ultimate Smartphone?,2017-04-18,5422548,113173,12104,742.0,Apr
664,Bluetooth 5.0: Explained!,2017-04-18,2758843,71450,3842,333.0,Apr
665,iPhone 8 Wishlist? Ask MKBHD V15!,2017-04-13,1075485,39378,3229,422.0,Apr
666,Moto G5 Plus: Budget Smartphone King?,2017-04-11,2128160,46405,5331,465.0,Apr
667,Dear Samsung!,2017-04-05,3645240,135975,14422,353.0,Apr
668,Nokia 3310 Review: The Perfect Smartphone?!,2017-04-01,3027697,153085,10706,274.0,Apr
669,Samsung Galaxy S8 Impressions!,2017-03-30,6703126,125694,13582,512.0,Mar
670,Casey Neistat Studio Tour!,2017-03-25,6412161,215932,7174,591.0,Mar
671,The Matte Black OnePlus 3T!,2017-03-22,1227517,38523,2899,274.0,Mar
672,New RED iPhone 7 Unboxing!,2017-03-21,4129193,79205,6976,295.0,Mar
673,HTC U Ultra Rant: Skip this One!,2017-03-17,2353904,70062,9021,410.0,Mar
674,Who are the Sponsors? Ask MKBHD V14!,2017-03-13,985543,37764,1729,463.0,Mar
675,Inside Lucid Air: The Future of Luxury?,2017-03-09,4444602,106169,6932,417.0,Mar
676,The Colored AirPods Apple Should Have Made!,2017-03-04,1154688,42216,2549,247.0,Mar
677,Dear Apple! (2017),2017-03-01,2306432,77279,8352,367.0,Mar
678,Top 5 LG G6 Features!,2017-02-28,2296365,50061,5179,504.0,Feb
679,Beats X Review: Best Beats Ever?,2017-02-22,1731011,38795,2506,349.0,Feb
680,The State of 4K: 2017! (in 8K),2017-02-17,1177507,35118,4169,321.0,Feb
681,Tesla P100D App v3.0 Review!,2017-02-11,905143,28794,1421,251.0,Feb
682,YouTuber of the Year?! Ask MKBHD V13!,2017-02-11,730970,33691,1553,352.0,Feb
683,LG UltraFine 5K Review: 15 Million Pixels!,2017-02-07,1071765,28752,2180,429.0,Feb
684,Top 5 Future Smartphone Features!,2017-02-02,1932890,61683,5020,595.0,Feb
685,iPhone 7 Review: 4 Months Later!,2017-01-28,4226070,76772,6615,541.0,Jan
686,My First YouTube Camera!,2017-01-25,977098,36841,2085,255.0,Jan
687,What's on my Smartphone: 2017!,2017-01-20,2151062,46154,3141,307.0,Jan
688,Dope Tech: The Best Drones!,2017-01-18,1018911,34700,1810,393.0,Jan
689,Faraday Future FF91 Impressions!,2017-01-06,2113683,55798,4571,328.0,Jan
690,Self Driving Mercedes: Behind the Wheel!,2017-01-05,1258529,44270,2977,277.0,Jan
691,Hiring People? Biased Reviews? Ask MKBHD V12!,2017-01-03,1062918,47695,3757,370.0,Jan
692,USB-C ALL the Things!,2016-12-31,2337824,64707,3479,368.0,Dec
693,Smartphone Awards 2016!,2016-12-23,3105988,87277,13548,1077.0,Dec
694,Tesla Model S Problems: My Experience!,2016-12-19,2390071,61366,12226,362.0,Dec
695,Dope Tech: Custom LED Clock!,2016-12-17,1060565,46581,3072,215.0,Dec
696,Apple AirPods Review: Fully Wireless!,2016-12-16,3493476,85886,5971,323.0,Dec
697,Macbook Pro with Touch Bar Review! Worth it?,2016-12-13,3633445,69548,6069,692.0,Dec
698,100 OnePlus 3T Giveaway! 💯,2016-12-05,1717138,111687,25620,159.0,Dec
699,Dope Tech: Self Lacing Nike HyperAdapt 1.0!,2016-12-01,1625456,87320,104615,386.0,Dec
700,Google Home Review: Assistant in a Box!,2016-11-29,1816936,53996,2342,374.0,Nov
701,2016 MKBHD Studio Tour in 360°!,2016-11-26,1256408,40113,4496,658.0,Nov
702,LG Ultrafine 5K Display Unboxing + Setup!,2016-11-23,1480980,37058,3023,349.0,Nov
703,Tesla Model S P100D: The App!,2016-11-22,1852733,43837,2466,440.0,Nov
704,OnePlus 3T Review: T is the new S!,2016-11-21,2448320,59341,4775,336.0,Nov
705,The Google Popup Store in NYC!,2016-11-18,844210,33529,1391,259.0,Nov
706,Google Pixel Review: Best Android Smartphone!,2016-11-14,3766977,88348,9216,726.0,Nov
707,First Video and Pixels: Ask MKBHD V11!,2016-11-04,1339925,63965,3107,602.0,Nov
708,Jaybird X3 Review: Best Bluetooth Earbuds 2016!,2016-11-03,1959867,40973,2429,319.0,Nov
709,"13"" MacBook Pro 2016 Unboxing! (What's New)",2016-10-29,2555746,48368,5870,333.0,Oct
710,Macbook Pro chat with Apple's Craig Federighi!,2016-10-28,2516880,80658,5898,353.0,Oct
711,The Bezel-less Smartphone: Xiaomi Mi Mix!,2016-10-26,6857338,124409,16694,318.0,Oct
712,Google Assistant vs Siri! (2016),2016-10-22,4334174,103848,9599,646.0,Oct
713,Tesla Model S P100D: The Options!,2016-10-19,1814366,51512,4403,480.0,Oct
714,Google Pixel Unboxing! (Best Android 7.1 Features),2016-10-18,2969652,77053,8372,385.0,Oct
715,Top 5 Galaxy Note 7 Replacements!,2016-10-12,1597505,44037,6578,385.0,Oct
716,Dope Tech: 8K RED Epic-W Unboxing!,2016-10-11,2292072,49649,2946,302.0,Oct
717,Dope Tech: Self-Lacing Nike Mag!,2016-10-08,10314214,154533,6544,151.0,Oct
718,Google Pixel Impressions!,2016-10-04,5476199,83733,12346,353.0,Oct
719,LG V20: Most Underrated Phone?!,2016-10-02,3263967,62935,5437,479.0,Oct
720,Samsung Galaxy Note 7 Review!,2016-09-27,2507280,63940,8895,637.0,Sep
721,Tesla Model S P100D Impressions!,2016-09-23,2086095,84189,8204,304.0,Sep
722,iPhone 7 Headphone Roundup!,2016-09-18,1908348,42830,4556,430.0,Sep
723,iPhone 7 Unboxing: Jet Black vs Matte Black!,2016-09-14,10910288,121726,10349,298.0,Sep
724,iPhone 7 Impressions: 10 New Things!,2016-09-08,6781709,111609,13421,457.0,Sep
725,Hasselblad True Zoom Camera Mod!,2016-09-06,1074560,24820,1706,321.0,Sep
726,Dope Tech: Boosted Board 2!,2016-08-30,1742026,44028,2617,276.0,Aug
727,Android 7.0 Nougat Update!,2016-08-23,2086131,43422,4308,286.0,Aug
728,How to be a YouTuber? Ask MKBHD V10!,2016-08-23,855868,34184,4086,488.0,Aug
729,ZTE Axon 7: Top Budget Smartphone?,2016-08-17,1300322,29728,4301,503.0,Aug
730,The iPhone 7 Plus Model!,2016-08-12,1422504,29448,3408,264.0,Aug
731,2016 Nexus Hype!,2016-08-10,1345655,37032,4404,407.0,Aug
732,Samsung Galaxy Note 7 Impressions!,2016-08-02,2228221,50450,6298,372.0,Aug
733,Moto Z/Force Review!,2016-07-29,1538650,32275,2976,646.0,Jul
734,The DROID DOES Throwback!,2016-07-19,746421,25659,6452,324.0,Jul
735,Moto Z Impressions!,2016-07-15,1717643,37875,4273,296.0,Jul
736,Dope Tech: Lightning Headphones!,2016-07-14,877164,23536,2703,333.0,Jul
737,Daily Tech: Mid 2016!,2016-07-12,1027602,31352,2564,364.0,Jul
738,Bose QC35: Best Noise Cancelling Headphones?,2016-06-30,3233109,51597,5260,334.0,Jun
739,Batman Edition Galaxy S7 Edge!,2016-06-24,1255293,35423,3264,237.0,Jun
740,OnePlus 3 Review!,2016-06-14,4550767,82831,10366,702.0,Jun
741,Top 5 Apple WWDC 2016 Recap!,2016-06-14,1015443,30726,2808,440.0,Jun
742,The Rugged Galaxy S7 Active!,2016-06-06,1566630,31796,3840,279.0,Jun
743,Modular Smartphones: Explained!,2016-06-03,2075751,52916,3581,422.0,Jun
744,Jaybird Freedom: Best Wireless Earbuds?,2016-05-30,1306640,28401,2289,368.0,May
745,Top 5 Google I/O 2016 Recap!,2016-05-19,1218656,44461,3571,547.0,May
746,Ask MKBHD V9: Building a Studio!,2016-05-13,833078,36922,2374,501.0,May
747,Dual Camera Smartphones: Explained!,2016-05-04,1172183,29083,2102,348.0,May
748,HTC 10 Review!,2016-04-29,2169212,41828,4859,420.0,Apr
749,2016 Macbook: Rose Gold Refresh!,2016-04-22,1164745,27840,2466,217.0,Apr
750,NextDesk Review: Motorized Desk!,2016-04-20,1002148,30305,2032,233.0,Apr
751,Google Live Cases: Super Custom!,2016-04-14,1809132,57245,3005,263.0,Apr
752,HTC 10 Impressions!,2016-04-12,1445670,38437,4439,280.0,Apr
753,MKBHD Update 13.0: The Studio!,2016-04-08,919734,44818,3688,286.0,Apr
754,iPhone SE Review!,2016-04-05,5660905,79025,7643,299.0,Apr
755,Samsung Galaxy S7 Edge Review!,2016-03-28,2396421,47624,4417,370.0,Mar
756,Ask MKBHD V8: Tesla Model 3?!,2016-03-20,951435,33229,4081,433.0,Mar
757,Samsung Galaxy S7 Review!,2016-03-17,5526699,99631,9406,550.0,Mar
758,Top 5 Android N Features! (Dev Preview),2016-03-10,1744283,45168,5281,370.0,Mar
759,Samsung Galaxy S7 Edge: Biggest Flaws!,2016-03-09,2989229,52279,6784,241.0,Mar
760,Top 5 Most Overpriced Tech! (Pt 2),2016-03-02,1931936,53941,4040,341.0,Mar
761,Nextbit Robin Review: Unlimited Storage?,2016-02-27,1456927,36277,2863,337.0,Feb
762,Samsung Galaxy S7 & S7 Edge Impressions!,2016-02-22,5698547,66459,7700,293.0,Feb
763,What's on my Smartphone 2016!,2016-02-21,1560400,32821,3633,369.0,Feb
764,AKG K702 Review: Comfy Headphones!,2016-02-17,763994,21219,2036,273.0,Feb
765,Dope Tech: Crazy Speakers!,2016-02-12,1464771,35512,2005,378.0,Feb
766,Top 5 Upcoming Tech: 2016!,2016-02-07,1188309,37594,3228,354.0,Feb
767,Are Tablets Dead?,2016-02-04,1680389,50538,5967,273.0,Feb
768,YouTube Gear #2 | Carbon Slider!,2016-01-29,645959,22993,1774,263.0,Jan
769,iPhone 7 with no Headphone Jack?!,2016-01-23,5778790,98885,18842,303.0,Jan
770,The State of 4K: Early 2016!,2016-01-20,777983,26824,4402,336.0,Jan
771,RED Raven Impressions: 4.5K!,2016-01-10,1084241,27491,1870,342.0,Jan
772,Dope Tech: CES 2016!,2016-01-08,1414372,41791,2425,462.0,Jan
773,Ask MKBHD V7: CES 2016!,2016-01-05,695166,27357,1608,316.0,Jan
774,MKBHD Update 12.0: Moving Out!,2016-01-01,843991,37114,2282,154.0,Jan
775,Dope Tech: Best of 2015!,2015-12-30,930653,39458,2261,475.0,Dec
776,Pick Your Smartphone Giveaway!,2015-12-20,719764,98106,240505,102.0,Dec
777,Smartphone Awards: 2015!,2015-12-19,2113223,65166,8187,770.0,Dec
778,Tech of the Year: Tablets!,2015-12-17,1978787,45626,3121,479.0,Dec
779,Talking Tech with Kobe Bryant!,2015-12-15,3007299,153649,12393,311.0,Dec
780,Grado SR80e: Dope Budget Headphones!,2015-12-12,833076,21129,1863,155.0,Dec
781,iPhone 6s Battery Case: Explained!,2015-12-09,1836989,42956,3480,233.0,Dec
782,5 Facts about the LG V10!,2015-12-06,1290405,33272,2948,388.0,Dec
783,OnePlus X Review!,2015-12-01,1904854,39245,4017,403.0,Dec
784,YouTube Gear #1 | Blue Yeti!,2015-11-26,1736545,54208,3936,303.0,Nov
785,Sony Xperia Z5 Premium: A 4K Smartphone!,2015-11-24,1869303,37792,4036,399.0,Nov
786,Blackberry Priv Review!,2015-11-20,2557229,37758,4083,490.0,Nov
787,iPad Pro Second Impressions! [Apple Pencil],2015-11-15,1840839,37358,4096,378.0,Nov
788,Smartphone Camera Quality: Explained!,2015-11-13,1735493,57247,3193,305.0,Nov
789,Google Nexus 5X Review!,2015-11-06,2210291,45458,3526,349.0,Nov
790,Dope Tech #2: Customs!,2015-11-03,1082371,29752,1932,268.0,Nov
791,OnePlus X Impressions: Super Budget!,2015-10-29,1334978,34266,3508,204.0,Oct
792,Nexus 6P Review!,2015-10-27,4010893,94250,8548,809.0,Oct
793,Update 11.0: MKBHD.com!,2015-10-21,597102,25809,65530,192.0,Oct
794,Nexus 6P Unboxing & Setup!,2015-10-19,1389218,35832,2202,211.0,Oct
795,iPhone 6s #Chipgate: Explained!,2015-10-15,1163358,37797,4284,330.0,Oct
796,Moto 360 V2 Review!,2015-10-13,1189249,26621,1389,237.0,Oct
797,Dope Tech #1: Weapon!,2015-10-09,1066430,32570,2443,367.0,Oct
798,iPhone 6s Review!,2015-10-03,7749068,125995,12026,606.0,Oct
799,Nexus 6P & 5X Impressions!,2015-09-30,2090645,56203,4121,377.0,Sep
800,Moto X Pure (2015) Review!,2015-09-25,1624082,33589,3429,478.0,Sep
801,iPhone 6s & 6s Plus Unboxing & First Look!,2015-09-22,2666091,51484,3933,201.0,Sep
802,Samsung Galaxy Note 5 Review!,2015-09-18,4295777,56189,5583,548.0,Sep
803,iPad Pro Impressions!,2015-09-10,2111059,39777,5385,277.0,Sep
804,iPhone 6s Impressions!,2015-09-10,7037263,76210,9995,318.0,Sep
805,Ask MKBHD V6! 4K on a Smartphone?!,2015-09-07,946486,28316,3022,535.0,Sep
806,Moto 360 2nd Gen Impressions!,2015-09-02,1328511,28503,1943,236.0,Sep
807,OnePlus 2 Review!,2015-08-29,3361546,52249,5656,839.0,Aug
808,"On the ""Perfect Smartphone""",2015-08-23,1589100,62414,9020,299.0,Aug
809,Jaybird X2 Review: Best Bluetooth Earbuds!,2015-08-18,1544776,40589,2471,260.0,Aug
810,Samsung Galaxy Note 5 Impressions! (& GS6 Edge+),2015-08-14,1458144,32606,3862,369.0,Aug
811,OnePlus 2 Unboxing & Setup!,2015-08-12,1147517,31562,2083,395.0,Aug
812,Moto G 2015 Review!,2015-08-07,1298386,29555,2369,332.0,Aug
813,Sony RX100 IV Review: Pocket 4K!,2015-08-06,1259000,29221,1345,430.0,Aug
814,Moto X Style Impressions!,2015-07-29,1669404,42156,4525,379.0,Jul
815,Five OnePlus 2 Impressions!,2015-07-28,2160871,50508,3662,458.0,Jul
816,GoPro Hero 4 Session Review!,2015-07-24,2151499,41297,2236,395.0,Jul
817,iPod Touch 2015 Review!,2015-07-18,2105433,69460,67587,293.0,Jul
818,OnePlus 2 Camera Review!,2015-07-15,1200486,33320,2165,416.0,Jul
819,Ask MKBHD V5! #HYPE,2015-07-10,706000,26570,1705,473.0,Jul
820,Top 5 Upcoming Tech! (Mid 2015),2015-07-04,1024823,33555,2307,379.0,Jul
821,MAINGEAR Shift Supercomputer: Part 1!,2015-07-01,1070202,37056,4635,301.0,Jul
822,Material Design for Samsung Galaxy S6!,2015-06-25,821588,31199,1499,232.0,Jun
823,Open Back Headphones: Explained!,2015-06-24,1368813,39331,2072,259.0,Jun
824,Top 5 Smartphones Under $300! (2015),2015-06-16,2821008,45267,3836,468.0,Jun
825,2015 Macbook Review!,2015-06-11,2387501,43873,4804,493.0,Jun
826,Iron Man Edition Samsung Galaxy S6 Edge!,2015-06-05,2049717,94594,176220,258.0,Jun
827,HTC One M9+ (& S6 Plus!),2015-06-03,1112899,20375,1292,250.0,Jun
828,Top 5 Android Marshmallow Features!,2015-05-29,2231597,50264,7882,428.0,May
829,10 Apple Watch Questions: Answered!,2015-05-27,1645453,37501,1487,396.0,May
830,LG G4 Review!,2015-05-24,3048705,65881,5232,689.0,May
831,YouTube Processing: Explained!,2015-05-18,1101683,43874,2559,238.0,May
832,Apple Watch Review!,2015-05-14,2532012,46385,4136,430.0,May
833,Five (More) Facts About Me! (Graduation!),2015-05-11,1309548,77780,6224,332.0,May
834,Samsung Galaxy S6 Edge Review!,2015-05-03,5711914,61745,4514,329.0,May
835,LG G4 Impressions!,2015-04-28,1231198,28516,3352,274.0,Apr
836,Chromebook Pixel 2 Review!,2015-04-24,1328622,39245,2465,302.0,Apr
837,Samsung Galaxy S6 Review!,2015-04-22,5734277,101163,8472,785.0,Apr
838,Ask MKBHD V4!,2015-04-16,638187,21530,1696,471.0,Apr
839,HTC One M9 Review!,2015-04-09,2004011,43857,3530,719.0,Apr
840,Oxygen OS on the OnePlus One!,2015-04-04,1185289,25693,1583,281.0,Apr
841,Logitech MX Master Review!,2015-04-01,1912052,34382,2176,314.0,Apr
842,Virtual Reality: Explained!,2015-03-28,1635709,31829,1797,380.0,Mar
843,Giveaway: Samsung Galaxy S6 or HTC One M9! [Closed],2015-03-23,773574,104475,0,123.0,Mar
844,USB Type-C: Explained!,2015-03-13,4819639,85219,4859,320.0,Mar
845,The New Macbook Impressions!,2015-03-10,2771925,41852,7672,372.0,Mar
846,Dot View 2 Case for HTC One M9!,2015-03-07,1053080,21452,1297,302.0,Mar
847,HTC One M9 Impressions!,2015-03-03,1137965,24645,2338,317.0,Mar
848,Samsung Galaxy S6 Impressions!,2015-03-01,1572972,32758,4267,381.0,Mar
849,Samsung Galaxy S6 Edge Impressions!,2015-03-01,1701275,28632,2375,266.0,Mar
850,OnePlus One & Cyanogenmod 12!,2015-02-24,1094010,25300,1574,365.0,Feb
851,Audio Technica ATH-M70X Review!,2015-02-17,2025818,34608,2628,374.0,Feb
852,Dell Venue 8 7000 Review!,2015-02-14,834486,25113,1334,409.0,Feb
853,Exploring Drones with Deadmau5!,2015-02-10,856341,31325,1824,362.0,Feb
854,Fun with the BMW i8!,2015-02-01,2862522,47543,3345,223.0,Feb
855,The State of 4K: Early 2015!,2015-01-26,755779,24289,3887,344.0,Jan
856,HTC One M9: What to Expect!,2015-01-24,854896,22455,2842,325.0,Jan
857,What's on my Android! (Early 2015),2015-01-20,1057265,25822,2439,305.0,Jan
858,CES 2015 Highlights!,2015-01-15,493502,15878,764,411.0,Jan
859,BMW Tech at CES 2015!,2015-01-11,1181689,23943,1192,264.0,Jan
860,Quantum Dot TVs: Explained!,2015-01-08,1050260,28510,1097,194.0,Jan
861,MKBHD Update 10.4: 2015!,2015-01-01,706118,29514,1763,242.0,Jan
862,Motorola Droid Turbo Review!,2014-12-24,1167842,32975,2158,392.0,Dec
863,Best Tech under $50!,2014-12-18,2832612,59242,2408,487.0,Dec
864,Top 5 Wearable Tech! (Late 2014),2014-12-15,941254,21350,1811,468.0,Dec
865,Smartphone Awards: 2014!,2014-12-08,2839967,69135,9104,932.0,Dec
866,Google Nexus 9 Review!,2014-12-01,1284448,28051,2719,579.0,Dec
867,MKBHD Update 10.3!,2014-11-20,664262,24719,3840,279.0,Nov
868,Google Nexus 6 Review!,2014-11-15,2839298,48724,5196,1022.0,Nov
869,The Dream Smartphone! (2014),2014-11-12,1646699,63886,7230,242.0,Nov
870,Apple iPad Air 2 Review!,2014-11-11,2528526,32861,3202,508.0,Nov
871,Google Nexus 9 Unboxing + Hands On!,2014-11-05,588620,22302,1714,391.0,Nov
872,Google Nexus 6 Unboxing + Hands On!,2014-11-05,1012870,48356,5202,325.0,Nov
873,GoPro Hero 4: Being a Dog in 4K!,2014-11-02,804873,21653,2419,227.0,Nov
874,Android 5.0 Lollipop Feature Review!,2014-10-28,3018929,69434,5350,531.0,Oct
875,Samsung Galaxy Note 4 Review!,2014-10-25,3326445,66697,6095,729.0,Oct
876,Apple iPhone 6+ Review!,2014-10-20,2438240,43136,4449,428.0,Oct
877,Sharp Aquos Crystal - Bezelless Smartphone!,2014-10-18,2164222,37920,3517,405.0,Oct
878,Nexus 6 & Nexus 9 Impressions!,2014-10-15,1160512,48390,3776,553.0,Oct
879,Apple iPhone 6 Review!,2014-10-09,7661228,81608,10048,644.0,Oct
880,Nexus 6 (Shamu) Thoughts!,2014-10-05,738223,20384,2766,315.0,Oct
881,Samsung Galaxy Alpha Review!,2014-10-02,1717860,22821,2561,288.0,Oct
882,MKBHD Update 10.2!,2014-09-26,843013,45872,6347,212.0,Sep
883,iPhone 6 Plus #BendGate: Explained!,2014-09-24,2430928,48809,5037,298.0,Sep
884,iPhone 6 Impressions!,2014-09-19,3451458,39518,5140,349.0,Sep
885,Moto X (2014) Review!,2014-09-19,1806131,47316,3022,646.0,Sep
886,Moto 360 Review!,2014-09-15,2294244,51735,3062,653.0,Sep
887,Apple Watch Impressions!,2014-09-11,3033046,68822,5755,401.0,Sep
888,Samsung Galaxy Note Edge Impressions!,2014-09-03,5615999,44858,6493,278.0,Sep
889,Samsung Galaxy Note 4 Impressions!,2014-09-03,2265718,36209,3252,367.0,Sep
890,The Truth About Beats by Dre!,2014-08-31,9718094,213058,23347,388.0,Aug
891,What's on my Tech: 2014! (Back to School),2014-08-24,950812,24868,2224,771.0,Aug
892,NVIDIA Shield Tablet Review!,2014-08-21,1211136,23502,1991,457.0,Aug
893,Sony RX100 MKIII Review!,2014-08-16,1099425,28558,1891,433.0,Aug
894,Prime Phones: Explained!,2014-08-09,674313,24281,1351,306.0,Aug
895,Android Wear Review! (Smartwatches),2014-08-04,1011099,23107,1631,472.0,Aug
896,Nexus 6 & Nexus 9 Wishlist!,2014-08-03,606540,24397,2409,388.0,Aug
897,OnePlus One: Revisited!,2014-07-26,1132255,21529,2831,333.0,Jul
898,Ask MKBHD V3!,2014-07-24,398342,28358,3499,538.0,Jul
899,iPhone 6 Sapphire: Explained!,2014-07-19,3201060,38046,3616,434.0,Jul
900,iPhone 6 Sapphire Crystal Display!,2014-07-07,9216776,60925,7276,302.0,Jul
901,MKBHD Edition Macbook Pro! (Colorware Custom),2014-07-04,1253337,35517,2742,333.0,Jul
902,LG G3 Mass Giveaway! [CLOSED],2014-07-02,505838,43674,0,174.0,Jul
903,Top 5 Best Android L Features!,2014-06-28,1466191,40473,3910,418.0,Jun
904,Moto 360 Impressions!,2014-06-27,1012671,20133,1594,265.0,Jun
